player_id,games_played,total_minutes,total_points,fg_att,fg_made,three_att,three_made,free_att,free_made,off_rebound,def_rebound,assists,steals,blocks,turnovers
373,14,22.5,11.6,10.2,4.2,3.4,1.5,2.4,1.7,0.5,3.1,2.4,0.9,0.4,1.6
374,75,18.9,8.1,6.4,3.4,0,0,2,1.3,1.1,3.4,1.1,0.7,0.6,0.9
375,22,7.4,2.2,1.9,0.8,0.5,0.2,0.9,0.4,0.4,1.3,0.2,0,0.6,0.5
376,26,22.4,3,3.1,1.5,0,0,0.4,0.1,2.2,6.2,1.9,0.5,1,1.7
377,3,3.3,0,1,0,0.3,0,0,0,0,0.7,0,0,0,0.3
378,1,24.6,8,6,3,1,0,3,2,3,4,0,2,0,0
379,40,29.3,13.1,11.3,4.9,4.5,1.6,2.1,1.7,0.3,2.2,6.9,0.6,0.1,2.5
380,65,16.7,6.7,5.2,2.1,2.7,0.9,2,1.6,0.2,1.8,2.1,0.7,0.1,0.9
381,54,26.4,14.2,12.6,5.5,3.9,1.5,2.1,1.8,0.4,6.1,1.5,0.6,0.7,0.9
382,81,20.3,4.3,4.1,1.5,2.4,0.7,0.8,0.6,0.7,2.1,0.8,0.6,0.3,0.6
383,77,17.3,6.7,4.9,2.5,1,0.3,1.8,1.4,1.2,2.8,0.6,0.8,0.5,0.4
384,79,35.5,19.2,16.2,7.6,2.8,1,3.6,3.1,1.2,3.8,1.5,0.8,0.2,1.3
385,35,22,10.9,9.8,4.1,4.2,1.5,1.5,1.3,0.3,2.1,5.5,0.4,0,1.8
386,9,12.7,4.4,4.2,1.8,1,0.3,0.8,0.6,0.9,1.6,1,0.2,0.4,0.3
387,17,13.6,6.2,5.6,2.1,2.6,0.9,1.7,1.2,0.1,1.2,1.5,0.5,0,1.2
388,51,13.9,6.5,5.4,2.2,2.4,0.7,1.7,1.4,0.8,2.2,0.6,0.5,0.3,0.8
389,4,6.2,2,3.8,0.8,0.5,0,1,0.5,0.8,1.5,0.5,0,0,0.5
390,22,21.9,8.5,6.1,3.5,0,0,2.2,1.5,2.1,4.7,0.9,1,1.1,1
391,54,9.7,2.8,2.6,1,1.8,0.5,0.4,0.3,0.5,1.3,0.9,0.3,0.1,0.5
392,8,10.6,4.4,4.9,1.6,1.4,0.4,0.9,0.8,0.1,1,2.4,0.3,0,0.4
393,6,8,2.2,2.8,0.8,1.2,0.2,0.5,0.3,0.3,1,0,0,0,0.3
394,5,15.4,5.4,5,2.2,2.8,1,0.4,0,0,0.6,2.4,0.2,0,1.6
395,73,12.4,2.9,1.9,1.2,0,0,0.8,0.5,1.3,2.9,0.2,0.4,0.8,0.5
396,70,29,12.8,10,4.8,4.6,2,1.4,1.2,0.4,2.2,2.7,1.1,0.1,1.3
397,73,34.2,13.5,11.6,4.6,6.6,2.4,2.5,2,0.2,3.3,2.9,1.1,0.2,1.4
398,36,29,11.3,9.6,3.9,4.1,1.7,2,1.8,0.4,2.3,4.3,1.1,0.2,1.6
399,25,4.9,2.5,2.4,0.9,1.4,0.6,0.1,0.1,0,0.2,0.6,0,0,0.2
400,5,10.3,2.8,1.4,1,0,0,0.8,0.8,0.4,1.6,0.6,0.6,0.2,0.8
401,65,23.9,12.6,8.7,5.6,0,0,2.7,1.4,2.7,5.4,1,0.5,1.2,1.3
402,58,15.9,4.2,3.9,1.6,1.6,0.4,0.8,0.6,0.4,1.6,1.1,0.6,0.2,0.6
403,75,31,16.2,13.5,5.5,8.8,3.3,2.3,2,0.4,2.3,2.5,0.6,0.5,1.6
404,4,13,0.8,1.8,0.3,0.5,0,0.5,0.3,0.3,0.5,0.8,0.3,0.3,0
405,81,36.4,29.1,18.9,8.3,9.3,3.2,10.9,9.2,1.2,7,11.2,1.5,0.5,5.7
406,29,7.3,2.8,2.3,1.1,0.9,0.3,0.3,0.3,0.2,0.8,0.1,0.2,0.3,0.3
407,14,3.1,0.9,1,0.3,0.9,0.3,0.1,0.1,0.3,0.4,0.1,0.2,0.1,0.4
408,23,25.7,14.9,11.5,4.4,5.6,1.8,4.9,4.3,0.5,2.5,2.4,0.7,0.4,1.7
409,58,18.3,9.1,5.9,3.9,0.1,0,2.1,1.3,1.4,2.4,1.1,0.3,0.7,0.8
410,67,17.9,9.1,5.9,3.7,0.1,0,2.9,1.7,1.4,2.8,1,0.8,0.6,1.1
411,67,30.7,9.5,8.1,3.4,4.3,1.6,1.4,1.1,1.4,4.4,4.2,1.5,0.4,1.5
412,72,29.4,13.6,10.7,4.5,7,2.8,2.1,1.8,1.6,3,0.9,0.4,0.2,0.8
413,77,18.4,6.5,5.6,2.6,2.4,0.8,0.9,0.5,1.2,2.5,1,0.5,0.3,0.5
414,80,34.7,11.7,10,4.1,6.9,2.4,1.6,1.2,0.7,5.1,2.2,1.8,0.3,0.9
415,6,23.1,9.7,7.3,3.7,3.5,1.3,1.2,1,1.5,2.5,1,0.5,0.2,1
416,31,6.3,1.9,2.1,0.8,0.5,0.2,0.1,0.1,0.1,0.5,1.1,0.2,0,0.8
417,72,20.5,5.9,5,1.6,2.2,0.6,2.7,2.1,0.3,1.6,2.8,0.7,0.3,1.2
418,28,16,6.8,4.8,3,0,0,1.3,0.8,1.1,1.7,0.5,0.4,0.7,0.4
419,34,19.8,6.2,6.5,2.2,2.7,0.7,1.3,1,0.2,2.3,1.6,0.6,0.1,0.7
420,36,6.6,1.6,1.3,0.7,0,0,0.5,0.3,0.6,1.1,0.1,0.1,0.5,0.2
421,77,27.3,8.9,6.5,3.2,1.9,0.7,2.2,1.7,2.2,4.9,1.1,0.6,0.4,1.2
422,64,23.4,6.7,5,2.3,2.1,0.8,1.7,1.3,1.1,3,1,0.7,0.3,0.9
423,42,13.3,3.9,3.6,1.4,0.6,0.2,1.2,1,1,2.9,0.2,0.4,0.2,0.7
424,74,34.2,19.5,15.7,7.2,3.6,1.4,4.5,3.8,0.8,5.5,4.6,0.9,1.3,2.2
425,69,33.2,20.5,14.6,6.7,6.1,2.5,5.3,4.6,0.4,3,6.3,1.3,0.3,2.3
426,24,16.4,4.9,4.9,1.8,1.8,0.3,1.2,1,0.5,2,2.3,0.8,0.2,0.9
427,71,27,9.1,8.4,3.9,0.8,0.2,1.8,1.1,2.3,3.2,1.4,1.6,0.4,1.4
428,67,17.7,8.2,7.4,2.8,5.3,2.1,0.8,0.6,0.3,1.2,0.7,0.3,0.1,0.7
429,73,24.7,8,6.7,2.6,4.1,1.5,1.6,1.2,0.5,2.6,1.8,0.8,0.5,0.7
430,33,12.3,3.2,3.5,1.1,0.7,0.1,1.1,0.9,0.3,1.1,1.8,0.5,0.2,1.2
431,11,17.2,5,4.5,1.8,1.9,0.3,1.6,1.1,0.1,0.9,1.1,0.4,0.1,0.8
432,73,24.5,14.1,13.2,5.9,1.3,0.3,2.6,1.9,2.5,5.7,1.7,0.5,0.1,1.4
433,39,15,5.3,4.6,2.3,0.1,0,1,0.7,1.2,3.4,0.3,0.5,0.6,0.8
434,9,15.8,3.8,4.6,1.6,2.7,0.7,0,0,0.7,2.2,0.7,0.6,0.1,0.6
435,75,36.1,28,20.3,10.3,1.8,0.5,8.6,6.9,2.3,9.5,2.1,1.3,2.2,2.4
436,3,9.9,5,1.7,0.7,0.7,0.3,3.3,3.3,0,0,0.3,0,0.3,0
437,2,20.7,5.5,4,2.5,1.5,0.5,0,0,0,0.5,0,0.5,0.5,0
438,17,11.7,5.1,4.5,2.1,0,0,1.2,0.9,1.4,2.9,0.2,0.2,0.4,0.4
439,66,25,6.6,5.4,2.6,2.7,1.1,0.4,0.2,0.8,3.3,0.6,0.6,0.4,0.4
440,34,14.1,4.4,4.1,1.7,1.4,0.3,1.4,0.7,0.8,2.2,0.9,0.5,0.3,0.9
441,73,24.9,9.6,8.5,3.9,2.8,1.1,1,0.8,0.5,1.6,2.2,0.7,0.4,0.8
442,9,21.3,3.8,4.6,1.2,2.7,0.7,1,0.7,0.4,2.7,1,0.7,0,0.2
443,2,16.5,3,1.5,1,0.5,0,1,1,0,0,2.5,1,0,1.5
444,19,23.3,14.1,11.5,5.5,5,1.9,1.4,1.1,0.2,1.6,3,0.6,0.1,1.3
445,67,32.7,15.4,13.3,6,4.2,1.5,2.5,1.8,0.7,3.3,7.3,1.5,0.7,2.9
446,6,27.1,9.7,9.2,4.3,1.7,0.2,1.3,0.8,0.5,2.5,4.8,0.3,0.2,1.8
447,31,15.6,2.7,2.1,1,0,0,1.3,0.7,1.5,3.7,0.5,0.2,0.3,0.5
448,6,13.2,4.5,3.8,1.3,1.8,0.8,1.2,1,0.3,0.7,0.7,0.5,0,0
449,80,29.7,7,6,2.3,3.4,1.2,1.6,1.3,0.6,3.2,1.8,0.9,0.4,1
450,51,24.8,11.5,9.6,4.5,1.5,0.4,3.3,2,1.3,4.7,1.2,0.8,1,0.9
451,65,23.5,7.1,6.2,2.5,2,0.6,2,1.5,0.5,2.1,5.2,0.9,0.1,1.6
452,36,7.9,2.6,2.8,1,1.5,0.5,0.2,0.1,0.1,0.6,0.6,0,0,0.3
454,79,18.7,7.3,5.3,3.1,0,0,1.4,1,1.9,3.7,1.6,0.4,0.5,1
455,67,12.1,4.5,3.5,1.5,2.6,1,0.5,0.4,0.3,1.1,0.7,0.3,0.4,0.5
456,38,8.5,3.4,3.1,1.3,0.6,0.2,0.8,0.6,0.2,0.9,1.3,0.2,0.2,1
457,76,17.5,5.1,3.4,2.1,0,0,1.2,0.9,1.7,4.8,0.6,0.5,0.8,0.8
458,19,6.4,1.3,0.8,0.5,0,0,0.4,0.3,0.4,1.2,0.2,0.1,0.3,0.2
459,78,17.9,6.2,5.4,2.3,1.3,0.4,1.7,1.3,0.3,1.8,1.6,0.6,0.3,1
460,74,33.4,25.5,17.7,8.6,5.2,2,7.2,6.3,1.1,4.7,3.5,1.8,0.7,2.1
461,72,14.2,3.4,2.9,1.3,0.6,0.2,0.8,0.6,0.5,2.4,1.3,0.7,0.4,0.5
462,72,32.4,17.3,14.6,6.9,0.8,0.3,3.8,3.1,2.4,4.9,1.9,0.6,1.2,1.4
463,69,18.7,7.5,6.4,2.5,3.3,1.3,1.6,1.2,0.4,1.9,2.7,1.2,0.2,1.4
464,18,9.7,3.3,2.6,1.1,1.5,0.6,0.5,0.5,0.1,0.5,1.6,0.2,0.1,1.1
465,80,21.9,9.5,7.8,3.4,4.4,1.8,1,0.8,0.3,1.5,3.5,0.8,0,1.3
466,64,25.4,12.4,9.4,4.7,1.6,0.9,2.9,2,1.7,6.2,2.3,0.4,1.1,1.3
467,63,25.2,10.1,9,4.2,1.1,0.4,1.9,1.3,0.1,1.7,4.5,0.5,0,1.4
468,80,2374,563,183,477,94,270,103,128,51,256,141,71,32,82
469,51,1264,584,231,488,19,75,103,170,65,238,58,39,53,48
470,65,1525,464,163,404,40,128,98,129,34,139,335,56,6,101
471,36,285,94,36,99,17,53,5,6,2,21,23,1,0,11
472,68,1807,497,176,449,118,311,27,32,31,193,124,71,58,76
473,79,1477,576,248,420,0,0,80,113,148,292,124,31,40,82
474,67,808,303,103,234,69,173,28,34,22,77,46,20,28,32
475,38,322,130,50,116,9,23,21,30,6,36,48,8,6,38
476,76,1330,387,161,259,0,0,65,93,129,366,44,37,61,61
477,19,122,25,10,16,0,0,5,8,8,23,3,2,6,4
478,78,1392,483,177,421,30,102,99,132,20,140,126,47,25,76
479,74,2474,1888,636,1311,147,386,469,533,80,350,260,132,55,154
480,72,1020,246,93,209,15,40,45,57,33,175,91,51,26,39
481,72,2335,1243,500,1049,23,56,220,271,174,350,139,46,89,98
482,69,1291,517,171,439,89,227,86,107,28,129,183,82,16,96
483,18,174,59,20,47,10,27,9,9,1,9,28,4,1,19
484,80,1754,759,273,622,147,356,66,80,24,118,280,65,3,101
485,64,1627,792,303,604,56,104,130,184,107,394,150,24,70,81
486,63,1587,638,265,569,23,69,85,117,9,104,285,33,2,89
